dtime,wave
2019-06-27 16:27:16,task
2019-06-27 16:27:20,task
2019-06-27 16:27:24,task
2019-06-27 16:27:28,is_task
2019-06-27 16:27:32,is_survey
2019-06-27 16:27:36,survey
2019-06-27 16:27:40,is_survey
2019-06-27 16:27:44,survey
2019-06-27 16:27:48,survey
2019-06-27 16:27:52,study
2019-06-27 16:27:56,survey
2019-06-27 16:28:01,is_task
2019-06-27 16:28:04,task
2019-06-27 16:28:08,study
2019-06-27 16:28:12,is_task
2019-06-27 16:28:16,survey
2019-06-27 16:28:20,task
2019-06-27 16:28:24,task
2019-06-27 16:28:28,task
2019-06-27 16:28:32,survey
2019-06-27 16:28:36,study
2019-06-27 16:28:40,survey
2019-06-27 16:28:44,survey
2019-06-27 16:28:48,is_task
2019-06-27 16:28:52,study
2019-06-27 16:28:56,task
2019-06-27 16:29:00,survey
2019-06-27 16:29:04,is_task
2019-06-27 16:29:08,survey
2019-06-27 16:29:12,is_task
2019-06-27 16:29:16,survey
2019-06-27 16:29:20,is_survey
2019-06-27 16:29:25,task
2019-06-27 16:29:28,task
2019-06-27 16:29:32,is_study
2019-06-27 16:29:36,is_task
2019-06-27 16:29:40,survey
2019-06-27 16:29:44,study
2019-06-27 16:29:48,study
2019-06-27 16:29:52,survey
2019-06-27 16:29:56,study
2019-06-27 16:30:00,task
2019-06-27 16:30:04,survey
2019-06-27 16:30:08,task
2019-06-27 16:30:12,study
2019-06-27 16:30:16,survey
2019-06-27 16:30:20,is_task
2019-06-27 16:30:24,is_study
2019-06-27 16:30:28,task
2019-06-27 16:30:32,study
2019-06-27 16:30:36,study
2019-06-27 16:30:40,task
2019-06-27 16:30:44,is_task
2019-06-27 16:30:48,survey
2019-06-27 16:30:52,is_study
2019-06-27 16:30:56,is_survey
2019-06-27 16:31:00,study
2019-06-27 16:31:04,is_task
2019-06-27 16:31:08,task
2019-06-27 16:31:12,is_task
2019-06-27 16:31:16,study
2019-06-27 16:31:20,task
2019-06-27 16:31:24,is_survey
2019-06-27 16:31:28,task
2019-06-27 16:31:32,task
2019-06-27 16:31:36,task
2019-06-27 16:31:40,task
2019-06-27 16:31:44,task
2019-06-27 16:31:48,task
2019-06-27 16:31:52,is_study
2019-06-27 16:31:56,study
2019-06-27 16:32:00,survey
2019-06-27 16:32:04,task
2019-06-27 16:32:08,task
2019-06-27 16:32:12,is_task
2019-06-27 16:32:16,study
2019-06-27 16:32:20,study
2019-06-27 16:32:24,is_task
2019-06-27 16:32:28,task
2019-06-27 16:32:32,is_survey
2019-06-27 16:32:36,survey
2019-06-27 16:32:40,is_survey
2019-06-27 16:32:44,is_study
2019-06-27 16:32:48,survey
2019-06-27 16:32:52,task
2019-06-27 16:32:56,task
2019-06-27 16:33:00,survey
2019-06-27 16:33:04,task
2019-06-27 16:33:08,task
2019-06-27 16:33:12,is_task
2019-06-27 16:33:16,task
2019-06-27 16:33:20,task
2019-06-27 16:33:24,is_survey
2019-06-27 16:33:28,task
2019-06-27 16:33:32,is_survey
2019-06-27 16:33:36,is_survey
2019-06-27 16:33:40,is_task
2019-06-27 16:33:44,is_task
2019-06-27 16:33:48,is_survey
2019-06-27 16:33:52,task
2019-06-27 16:33:56,is_study
2019-06-27 16:34:00,is_survey
2019-06-27 16:34:05,survey
2019-06-27 16:34:08,is_study
2019-06-27 16:34:12,task
2019-06-27 16:34:16,is_survey
2019-06-27 16:34:20,is_task
2019-06-27 16:34:24,task
2019-06-27 16:34:28,survey
2019-06-27 16:34:32,task
2019-06-27 16:34:36,task
2019-06-27 16:34:40,is_survey
2019-06-27 16:34:45,task
2019-06-27 16:34:48,task
2019-06-27 16:34:52,is_task
2019-06-27 16:34:56,task
2019-06-27 16:35:00,task
2019-06-27 16:35:04,is_survey
2019-06-27 16:35:08,study
2019-06-27 16:35:12,study
2019-06-27 16:35:16,survey
2019-06-27 16:35:20,study
2019-06-27 16:35:24,task
2019-06-27 16:35:28,is_study
2019-06-27 16:35:32,study
2019-06-27 16:35:36,task
2019-06-27 16:35:40,task
2019-06-27 16:35:44,is_study
2019-06-27 16:35:48,task
2019-06-27 16:35:52,task
2019-06-27 16:35:56,survey
2019-06-27 16:36:00,task
2019-06-27 16:36:04,study
2019-06-27 16:36:08,survey
2019-06-27 16:36:12,task
2019-06-27 16:36:16,task
2019-06-27 16:36:20,survey
2019-06-27 16:36:24,task
2019-06-27 16:36:28,task
2019-06-27 16:36:32,is_task
2019-06-27 16:36:36,is_study
2019-06-27 16:36:40,is_task
2019-06-27 16:36:44,study
2019-06-27 16:36:48,is_task
2019-06-27 16:36:52,survey
2019-06-27 16:36:56,task
2019-06-27 16:37:00,task
2019-06-27 16:37:04,is_survey
2019-06-27 16:37:08,study
2019-06-27 16:37:12,task
2019-06-27 16:37:16,task
2019-06-27 16:37:20,task
2019-06-27 16:37:24,is_task
2019-06-27 16:37:28,task
2019-06-27 16:37:32,is_study
2019-06-27 16:37:36,is_study
2019-06-27 16:37:40,is_task
2019-06-27 16:37:44,study
2019-06-27 16:37:48,is_study
2019-06-27 16:37:52,study
2019-06-27 16:37:56,survey
2019-06-27 16:38:00,task
2019-06-27 16:38:04,survey
2019-06-27 16:38:08,task
2019-06-27 16:38:12,survey
2019-06-27 16:38:16,task
2019-06-27 16:38:20,task
2019-06-27 16:38:24,task
2019-06-27 16:38:28,is_survey
2019-06-27 16:38:32,is_survey
2019-06-27 16:38:36,survey
2019-06-27 16:38:40,study
2019-06-27 16:38:44,task
2019-06-27 16:38:48,study
2019-06-27 16:38:52,is_survey
2019-06-27 16:38:56,is_survey
2019-06-27 16:39:00,task
2019-06-27 16:39:04,task
2019-06-27 16:39:08,survey
2019-06-27 16:39:12,task
2019-06-27 16:39:16,study
2019-06-27 16:39:20,is_task
2019-06-27 16:39:24,survey
2019-06-27 16:39:28,survey
2019-06-27 16:39:32,is_survey
2019-06-27 16:39:36,study
2019-06-27 16:39:40,task
2019-06-27 16:39:44,survey
2019-06-27 16:39:48,task
2019-06-27 16:39:52,study
2019-06-27 16:39:56,study
2019-06-27 16:40:00,is_study
2019-06-27 16:40:04,task
2019-06-27 16:40:08,task
2019-06-27 16:40:12,survey
2019-06-27 16:40:16,study
2019-06-27 16:40:20,study
2019-06-27 16:40:24,is_task
2019-06-27 16:40:28,task
2019-06-27 16:40:32,task
2019-06-27 16:40:36,is_survey
2019-06-27 16:40:40,survey
2019-06-27 16:40:44,study
2019-06-27 16:40:48,survey
2019-06-27 16:40:52,task
2019-06-27 16:40:56,is_study
2019-06-27 16:41:00,is_survey
2019-06-27 16:41:04,is_study
2019-06-27 16:41:08,is_task
2019-06-27 16:41:12,is_study
2019-06-27 16:41:16,task
2019-06-27 16:41:20,survey
2019-06-27 16:41:24,survey
2019-06-27 16:41:28,task
2019-06-27 16:41:32,study
2019-06-27 16:41:36,study
2019-06-27 16:41:40,survey
2019-06-27 16:41:44,task
2019-06-27 16:41:48,task
2019-06-27 16:41:52,study
2019-06-27 16:41:56,survey
2019-06-27 16:42:00,is_survey
2019-06-27 16:42:04,task
2019-06-27 16:42:08,is_task
2019-06-27 16:42:12,study
2019-06-27 16:42:16,task
2019-06-27 16:42:20,is_task
2019-06-27 16:42:24,study
2019-06-27 16:42:28,study
2019-06-27 16:42:32,task
2019-06-27 16:42:36,is_study
2019-06-27 16:42:40,task
2019-06-27 16:42:44,task
2019-06-27 16:42:48,is_task
2019-06-27 16:42:52,task
2019-06-27 16:42:56,task
2019-06-27 16:43:00,task
2019-06-27 16:43:04,task
2019-06-27 16:43:08,task
2019-06-27 16:43:12,is_survey
2019-06-27 16:43:16,study
2019-06-27 16:43:20,is_task
2019-06-27 16:43:24,is_study
2019-06-27 16:43:28,survey
2019-06-27 16:43:32,task
2019-06-27 16:43:36,study
2019-06-27 16:43:40,survey
2019-06-27 16:43:44,study
2019-06-27 16:43:48,is_task
2019-06-27 16:43:52,task
2019-06-27 16:43:56,is_task
2019-06-27 16:44:00,is_task
2019-06-27 16:44:05,study
2019-06-27 16:44:08,survey
2019-06-27 16:44:12,is_task
2019-06-27 16:44:18,study
2019-06-27 16:44:20,survey
2019-06-27 16:44:24,is_survey
2019-06-27 16:44:29,survey
2019-06-27 16:44:34,task
2019-06-27 16:44:37,study
2019-06-27 16:44:41,is_task
2019-06-27 16:44:44,is_task
2019-06-27 16:44:48,survey
2019-06-27 16:44:52,study
2019-06-27 16:44:56,task
2019-06-27 16:45:00,task
2019-06-27 16:45:04,is_task
2019-06-27 16:45:08,survey
2019-06-27 16:45:12,task
2019-06-27 16:45:16,is_survey
2019-06-27 16:45:20,task
2019-06-27 16:45:24,study
2019-06-27 16:45:28,survey
2019-06-27 16:45:32,study
2019-06-27 16:45:36,is_task
2019-06-27 16:45:40,is_task
2019-06-27 16:45:44,task
2019-06-27 16:45:48,survey
2019-06-27 16:45:52,survey
2019-06-27 16:45:56,task
2019-06-27 16:46:00,study
2019-06-27 16:46:04,task
2019-06-27 16:46:08,is_study
2019-06-27 16:46:12,survey
2019-06-27 16:46:16,is_study
2019-06-27 16:46:20,is_task
2019-06-27 16:46:24,is_study
2019-06-27 16:46:28,task
2019-06-27 16:46:32,is_task
2019-06-27 16:46:36,is_study
2019-06-27 16:46:40,task
2019-06-27 16:46:44,task
2019-06-27 16:46:48,survey
2019-06-27 16:46:52,is_task
2019-06-27 16:46:56,task
2019-06-27 16:47:00,is_task
2019-06-27 16:47:04,task
2019-06-27 16:47:08,task
2019-06-27 16:47:12,survey
2019-06-27 16:47:16,study
2019-06-27 16:47:20,is_task
2019-06-27 16:47:24,is_study
2019-06-27 16:47:28,task
2019-06-27 16:47:32,is_task
2019-06-27 16:47:36,study
2019-06-27 16:47:40,task
2019-06-27 16:47:44,is_task
2019-06-27 16:47:48,is_survey
2019-06-27 16:47:52,survey
2019-06-27 16:47:57,is_task
2019-06-27 16:48:00,task
2019-06-27 16:48:04,is_task
2019-06-27 16:48:08,is_task
2019-06-27 16:48:12,survey
2019-06-27 16:48:16,survey
2019-06-27 16:48:20,task
2019-06-27 16:48:24,task
2019-06-27 16:48:28,task
2019-06-27 16:48:32,is_task
2019-06-27 16:48:36,task
2019-06-27 16:48:40,is_survey
2019-06-27 16:48:44,task
2019-06-27 16:48:48,task
2019-06-27 16:48:52,survey
2019-06-27 16:48:56,is_survey
2019-06-27 16:49:00,survey
2019-06-27 16:49:04,is_survey
2019-06-27 16:49:08,is_task
2019-06-27 16:49:12,task
2019-06-27 16:49:16,task
2019-06-27 16:49:20,study
2019-06-27 16:49:24,study
2019-06-27 16:49:28,task
2019-06-27 16:49:32,is_study
2019-06-27 16:49:36,study
2019-06-27 16:49:40,study
2019-06-27 16:49:44,survey
2019-06-27 16:49:48,is_survey
2019-06-27 16:49:52,task
2019-06-27 16:49:56,study
2019-06-27 16:50:00,task
2019-06-27 16:50:04,task
2019-06-27 16:50:08,task
2019-06-27 16:50:12,task
2019-06-27 16:50:16,study
2019-06-27 16:50:20,survey
2019-06-27 16:50:24,is_survey
2019-06-27 16:50:28,task
2019-06-27 16:50:32,study
2019-06-27 16:50:37,task
2019-06-27 16:50:40,task
2019-06-27 16:50:44,task
2019-06-27 16:50:48,task
2019-06-27 16:50:52,study
2019-06-27 16:50:56,is_task
2019-06-27 16:51:00,is_task
2019-06-27 16:51:04,is_task
2019-06-27 16:51:08,study
2019-06-27 16:51:12,task
2019-06-27 16:51:16,study
2019-06-27 16:51:20,is_task
2019-06-27 16:51:24,study
2019-06-27 16:51:28,is_study
2019-06-27 16:51:32,study
2019-06-27 16:51:36,task
2019-06-27 16:51:40,survey
2019-06-27 16:51:44,is_study
2019-06-27 16:51:48,is_study
2019-06-27 16:51:52,task
2019-06-27 16:51:56,study
2019-06-27 16:52:00,survey
2019-06-27 16:52:04,is_survey
2019-06-27 16:52:08,task
2019-06-27 16:52:12,study
2019-06-27 16:52:16,study
2019-06-27 16:52:20,is_survey
2019-06-27 16:52:24,is_survey
2019-06-27 16:52:28,task
2019-06-27 16:52:32,task
2019-06-27 16:52:36,study
2019-06-27 16:52:40,study
2019-06-27 16:52:44,task
2019-06-27 16:52:48,survey
2019-06-27 16:52:52,task
2019-06-27 16:52:56,task
2019-06-27 16:53:00,survey
2019-06-27 16:53:04,task
2019-06-27 16:53:08,is_survey
2019-06-27 16:53:12,is_task
2019-06-27 16:53:16,is_task
2019-06-27 16:53:20,study
2019-06-27 16:53:24,task
2019-06-27 16:53:32,is_survey
2019-06-27 16:53:34,is_study
2019-06-27 16:53:39,study
2019-06-27 16:53:45,is_survey
2019-06-27 16:53:46,is_survey
2019-06-27 16:53:48,task
2019-06-27 16:53:52,study
2019-06-27 16:53:57,task
2019-06-27 16:54:00,study
2019-06-27 16:54:04,survey
2019-06-27 16:54:09,study
2019-06-27 16:54:12,survey
2019-06-27 16:54:17,is_task
2019-06-27 16:54:20,study
2019-06-27 16:54:24,task
2019-06-27 16:54:28,task
2019-06-27 16:54:32,task
2019-06-27 16:54:36,survey
2019-06-27 16:54:40,is_task
2019-06-27 16:54:44,study
2019-06-27 16:54:48,study
2019-06-27 16:54:52,survey
2019-06-27 16:54:56,is_study
2019-06-27 16:55:00,study
2019-06-27 16:55:04,task
2019-06-27 16:55:08,survey
2019-06-27 16:55:12,task
2019-06-27 16:55:16,is_task
2019-06-27 16:55:20,survey
2019-06-27 16:55:24,survey
2019-06-27 16:55:28,task
2019-06-27 16:55:32,survey
2019-06-27 16:55:36,is_survey
2019-06-27 16:55:40,is_survey
2019-06-27 16:55:44,survey
2019-06-27 16:55:48,task
2019-06-27 16:55:52,survey
2019-06-27 16:55:56,survey
2019-06-27 16:56:00,survey
2019-06-27 16:56:04,study
2019-06-27 16:56:12,is_task
2019-06-27 16:56:16,is_task
2019-06-27 16:56:20,survey
2019-06-27 16:56:25,study
2019-06-27 16:56:28,study
2019-06-27 16:56:32,task
2019-06-27 16:56:36,task
2019-06-27 16:56:41,task
2019-06-27 16:56:44,is_task
2019-06-27 16:56:48,is_survey
2019-06-27 16:56:52,is_task
2019-06-27 16:56:56,is_task
2019-06-27 16:57:00,study
2019-06-27 16:57:04,is_study
2019-06-27 16:57:08,is_task
2019-06-27 16:57:12,is_task
2019-06-27 16:57:16,study
2019-06-27 16:57:20,survey
2019-06-27 16:57:24,study
2019-06-27 16:57:28,is_task
2019-06-27 16:57:32,task
2019-06-27 16:57:36,task
2019-06-27 16:57:40,task
2019-06-27 16:57:44,is_task
2019-06-27 16:57:48,study
2019-06-27 16:57:52,is_study
2019-06-27 16:57:56,task
2019-06-27 16:58:00,study
2019-06-27 16:58:04,is_task
2019-06-27 16:58:08,survey
2019-06-27 16:58:12,study
2019-06-27 16:58:16,is_survey
2019-06-27 16:58:20,is_study
2019-06-27 16:58:24,study
2019-06-27 16:58:28,task
2019-06-27 16:58:32,is_task
2019-06-27 16:58:36,study
2019-06-27 16:58:40,task
2019-06-27 16:58:44,study
2019-06-27 16:58:48,is_study
2019-06-27 16:58:52,is_task
2019-06-27 16:58:56,survey
2019-06-27 16:59:00,survey
2019-06-27 16:59:04,is_study
2019-06-27 16:59:08,is_study
2019-06-27 16:59:13,task
2019-06-27 16:59:16,is_study
2019-06-27 16:59:20,study
2019-06-27 16:59:24,is_survey
2019-06-27 16:59:28,is_survey
2019-06-27 16:59:32,is_task
2019-06-27 16:59:36,study
2019-06-27 16:59:40,survey
2019-06-27 16:59:44,task
2019-06-27 16:59:48,study
2019-06-27 16:59:52,is_study
2019-06-27 16:59:56,task
2019-06-27 17:00:00,task
2019-06-27 17:00:04,is_task
2019-06-27 17:00:08,is_task
2019-06-27 17:00:12,task
2019-06-27 17:00:16,study
2019-06-27 17:00:20,task
2019-06-27 17:00:24,study
2019-06-27 17:00:28,is_task
2019-06-27 17:00:32,task
2019-06-27 17:00:36,study
2019-06-27 17:00:40,is_task
2019-06-27 17:00:44,study
2019-06-27 17:00:48,survey
2019-06-27 17:00:52,survey
2019-06-27 17:00:56,is_task
2019-06-27 17:01:00,survey
2019-06-27 17:01:04,task
2019-06-27 17:01:08,is_survey
2019-06-27 17:01:12,task
2019-06-27 17:01:16,study
2019-06-27 17:01:20,survey
2019-06-27 17:01:24,task
2019-06-27 17:01:28,survey
2019-06-27 17:01:32,study
2019-06-27 17:01:36,task
2019-06-27 17:01:40,survey
2019-06-27 17:01:44,survey
2019-06-27 17:01:48,is_survey
2019-06-27 17:01:52,survey
2019-06-27 17:01:56,task
2019-06-27 17:02:00,task
2019-06-27 17:02:04,is_task
2019-06-27 17:02:08,task
2019-06-27 17:02:12,task
2019-06-27 17:02:16,is_task
2019-06-27 17:02:20,study
2019-06-27 17:02:24,study
2019-06-27 17:02:28,task
2019-06-27 17:02:32,study
2019-06-27 17:02:36,is_task
2019-06-27 17:02:40,is_study
2019-06-27 17:02:44,survey
2019-06-27 17:02:49,is_task
2019-06-27 17:02:52,study
2019-06-27 17:02:56,task
2019-06-27 17:03:00,is_study
2019-06-27 17:03:04,study
2019-06-27 17:03:08,is_survey
2019-06-27 17:03:12,task
2019-06-27 17:03:16,is_task
2019-06-27 17:03:20,survey
2019-06-27 17:03:24,task
2019-06-27 17:03:28,is_task
2019-06-27 17:03:32,study
2019-06-27 17:03:36,task
2019-06-27 17:03:40,task
2019-06-27 17:03:44,is_task
2019-06-27 17:03:48,study
2019-06-27 17:03:52,survey
2019-06-27 17:03:56,is_task
2019-06-27 17:04:00,is_study
2019-06-27 17:04:04,is_task
2019-06-27 17:04:08,survey
2019-06-27 17:04:12,study
2019-06-27 17:04:16,is_survey
2019-06-27 17:04:20,study
2019-06-27 17:04:24,is_task
2019-06-27 17:04:28,is_task
2019-06-27 17:04:32,task
2019-06-27 17:04:36,is_task
2019-06-27 17:04:40,survey
2019-06-27 17:04:44,task
2019-06-27 17:04:48,study
2019-06-27 17:04:52,task
2019-06-27 17:04:56,survey
2019-06-27 17:05:00,study
2019-06-27 17:05:04,task
2019-06-27 17:05:08,survey
2019-06-27 17:05:12,is_survey
2019-06-27 17:05:16,is_task
2019-06-27 17:05:20,is_task
2019-06-27 17:05:24,task
2019-06-27 17:05:28,task
2019-06-27 17:05:32,task
2019-06-27 17:05:36,survey
2019-06-27 17:05:40,is_study
2019-06-27 17:05:44,task
2019-06-27 17:05:48,is_task
2019-06-27 17:05:52,task
2019-06-27 17:05:56,is_study
2019-06-27 17:06:00,task
2019-06-27 17:06:04,is_study
2019-06-27 17:06:08,task
2019-06-27 17:06:12,is_survey
2019-06-27 17:06:16,study
2019-06-27 17:06:20,study
2019-06-27 17:06:24,is_survey
2019-06-27 17:06:28,study
2019-06-27 17:06:32,task
2019-06-27 17:06:36,task
2019-06-27 17:06:40,study
2019-06-27 17:06:44,study
2019-06-27 17:06:48,survey
2019-06-27 17:06:52,is_study
2019-06-27 17:06:56,study
2019-06-27 17:07:00,study
2019-06-27 17:07:04,study
2019-06-27 17:07:08,is_task
2019-06-27 17:07:12,survey
2019-06-27 17:07:16,study
2019-06-27 17:07:20,task
2019-06-27 17:07:24,is_study
2019-06-27 17:07:28,task
2019-06-27 17:07:32,is_study
2019-06-27 17:07:36,is_task
2019-06-27 17:07:40,survey
2019-06-27 17:07:44,survey
2019-06-27 17:07:49,survey
2019-06-27 17:07:52,is_task
2019-06-27 17:07:56,task
2019-06-27 17:08:00,is_task
2019-06-27 17:08:04,study
2019-06-27 17:08:08,survey
2019-06-27 17:08:12,task
2019-06-27 17:08:16,is_study
2019-06-27 17:08:20,task
2019-06-27 17:08:24,survey
2019-06-27 17:08:28,is_study
2019-06-27 17:08:32,is_task
2019-06-27 17:08:36,task
2019-06-27 17:08:40,is_study
2019-06-27 17:08:44,survey
2019-06-27 17:08:48,task
2019-06-27 17:08:52,study
2019-06-27 17:08:56,is_task
2019-06-27 17:09:00,task
2019-06-27 17:09:04,is_study
2019-06-27 17:09:08,task
2019-06-27 17:09:12,survey
2019-06-27 17:09:16,is_study
2019-06-27 17:09:20,is_task
2019-06-27 17:09:24,is_task
2019-06-27 17:09:28,task
2019-06-27 17:09:32,study
2019-06-27 17:09:36,is_task
2019-06-27 17:09:40,task
2019-06-27 17:09:44,survey
2019-06-27 17:09:48,study
2019-06-27 17:09:52,survey
2019-06-27 17:09:56,task
2019-06-27 17:10:00,task
2019-06-27 17:10:04,task
2019-06-27 17:10:08,is_survey
2019-06-27 17:10:12,survey
2019-06-27 17:10:16,is_study
2019-06-27 17:10:20,survey
2019-06-27 17:10:24,survey
2019-06-27 17:10:28,survey
2019-06-27 17:10:32,is_survey
2019-06-27 17:10:36,is_survey
2019-06-27 17:10:40,study
2019-06-27 17:10:44,survey
2019-06-27 17:10:48,is_survey
2019-06-27 17:10:52,is_task
2019-06-27 17:10:56,is_task
2019-06-27 17:11:00,is_study
2019-06-27 17:11:04,study
2019-06-27 17:11:08,is_task
2019-06-27 17:11:12,survey
2019-06-27 17:11:16,study
2019-06-27 17:11:20,is_task
2019-06-27 17:11:24,task
2019-06-27 17:11:28,study
2019-06-27 17:11:32,study
2019-06-27 17:11:37,is_task
2019-06-27 17:11:40,study
2019-06-27 17:11:44,study
2019-06-27 17:11:49,survey
2019-06-27 17:11:52,task
2019-06-27 17:11:56,is_survey
2019-06-27 17:12:00,task
2019-06-27 17:12:04,is_survey
2019-06-27 17:12:08,is_task
2019-06-27 17:12:12,is_study
2019-06-27 17:12:16,is_study
2019-06-27 17:12:20,task
2019-06-27 17:12:24,is_study
2019-06-27 17:12:28,task
2019-06-27 17:12:32,is_survey
2019-06-27 17:12:39,task
2019-06-27 17:12:40,study
2019-06-27 17:12:44,study
2019-06-27 17:12:48,is_task
2019-06-27 17:12:52,is_study
2019-06-27 17:12:56,study
2019-06-27 17:13:00,study
2019-06-27 17:13:04,study
2019-06-27 17:13:08,study
2019-06-27 17:13:12,study
2019-06-27 17:13:16,is_survey
2019-06-27 17:13:20,survey
2019-06-27 17:13:24,is_study
2019-06-27 17:13:28,is_survey
2019-06-27 17:13:32,survey
2019-06-27 17:13:36,task
2019-06-27 17:13:40,study
2019-06-27 17:13:44,is_task
2019-06-27 17:13:48,survey
2019-06-27 17:13:52,is_task
2019-06-27 17:13:56,task
2019-06-27 17:14:00,study
2019-06-27 17:14:04,task
2019-06-27 17:14:08,task
2019-06-27 17:14:12,task
2019-06-27 17:14:16,study
2019-06-27 17:14:20,task
2019-06-27 17:14:24,survey
2019-06-27 17:14:28,is_survey
2019-06-27 17:14:32,is_task
2019-06-27 17:14:36,study
2019-06-27 17:14:40,task
2019-06-27 17:14:44,task
2019-06-27 17:14:48,is_survey
2019-06-27 17:14:52,is_study
2019-06-27 17:14:56,task
2019-06-27 17:15:00,task
2019-06-27 17:15:04,task
2019-06-27 17:15:08,study
2019-06-27 17:15:12,task
2019-06-27 17:15:16,task
2019-06-27 17:15:20,task
2019-06-27 17:15:24,study
2019-06-27 17:15:29,study
2019-06-27 17:15:32,task
2019-06-27 17:15:36,study
2019-06-27 17:15:40,is_task
2019-06-27 17:15:44,is_survey
2019-06-27 17:15:48,is_survey
2019-06-27 17:15:52,study
2019-06-27 17:15:56,is_task
2019-06-27 17:16:00,survey
2019-06-27 17:16:05,survey
2019-06-27 17:16:08,is_survey
2019-06-27 17:16:12,survey
2019-06-27 17:16:16,task
2019-06-27 17:16:20,is_task
2019-06-27 17:16:24,is_task
2019-06-27 17:16:28,is_survey
2019-06-27 17:16:32,task
2019-06-27 17:16:36,study
2019-06-27 17:16:40,is_survey
2019-06-27 17:16:44,survey
2019-06-27 17:16:48,task
2019-06-27 17:16:52,is_task
2019-06-27 17:16:56,is_study
2019-06-27 17:17:00,study
2019-06-27 17:17:04,is_study
2019-06-27 17:17:08,task
2019-06-27 17:17:12,task
2019-06-27 17:17:16,is_study
2019-06-27 17:17:20,task
2019-06-27 17:17:24,is_survey
2019-06-27 17:17:28,task
2019-06-27 17:17:32,task
2019-06-27 17:17:36,is_task
2019-06-27 17:17:40,task
2019-06-27 17:17:44,task
2019-06-27 17:17:48,is_task
2019-06-27 17:17:52,is_task
2019-06-27 17:17:56,survey
2019-06-27 17:18:00,task
2019-06-27 17:18:04,study
2019-06-27 17:18:08,task
2019-06-27 17:18:12,is_study
2019-06-27 17:18:16,is_task
2019-06-27 17:18:20,study
2019-06-27 17:18:24,survey
2019-06-27 17:18:28,task
2019-06-27 17:18:32,is_study
2019-06-27 17:18:36,is_task
2019-06-27 17:18:40,is_study
2019-06-27 17:18:44,survey
2019-06-27 17:18:48,task
2019-06-27 17:18:52,task
2019-06-27 17:18:56,survey
2019-06-27 17:19:00,is_study
2019-06-27 17:19:04,task
2019-06-27 17:19:08,survey
2019-06-27 17:19:12,is_survey
2019-06-27 17:19:16,task
2019-06-27 17:19:20,is_survey
2019-06-27 17:19:24,task
2019-06-27 17:19:28,task
2019-06-27 17:19:32,is_task
2019-06-27 17:19:36,is_task
2019-06-27 17:19:40,task
2019-06-27 17:19:44,is_task
2019-06-27 17:19:48,is_survey
2019-06-27 17:19:52,task
2019-06-27 17:19:56,study
2019-06-27 17:20:00,task
2019-06-27 17:20:04,is_task
2019-06-27 17:20:08,is_survey
2019-06-27 17:20:12,study
2019-06-27 17:20:16,survey
2019-06-27 17:20:20,is_task
2019-06-27 17:20:24,is_task
2019-06-27 17:20:28,is_survey
2019-06-27 17:20:32,is_survey
2019-06-27 17:20:36,is_study
2019-06-27 17:20:40,is_survey
2019-06-27 17:20:44,is_survey
2019-06-27 17:20:48,task
2019-06-27 17:20:52,survey
2019-06-27 17:20:56,is_survey
2019-06-27 17:21:00,study
2019-06-27 17:21:04,task
2019-06-27 17:21:08,study
2019-06-27 17:21:12,study
2019-06-27 17:21:16,study
2019-06-27 17:21:20,task
2019-06-27 17:21:24,task
2019-06-27 17:21:28,task
2019-06-27 17:21:32,study
2019-06-27 17:21:36,task
2019-06-27 17:21:40,task
2019-06-27 17:21:44,survey
2019-06-27 17:21:48,task
2019-06-27 17:21:52,survey
2019-06-27 17:21:56,study
2019-06-27 17:22:00,task
2019-06-27 17:22:04,is_task
2019-06-27 17:22:08,is_survey
2019-06-27 17:22:12,study
2019-06-27 17:22:16,task
2019-06-27 17:22:20,is_task
2019-06-27 17:22:24,is_task
2019-06-27 17:22:28,task
2019-06-27 17:22:32,task
2019-06-27 17:22:36,study
2019-06-27 17:22:40,survey
2019-06-27 17:22:44,task
2019-06-27 17:22:48,survey
2019-06-27 17:22:52,is_study
2019-06-27 17:22:56,study
2019-06-27 17:23:00,task
2019-06-27 17:23:04,task
2019-06-27 17:23:08,is_survey
2019-06-27 17:23:12,task
2019-06-27 17:23:16,task
2019-06-27 17:23:20,is_study
2019-06-27 17:23:24,task
2019-06-27 17:23:28,is_survey
2019-06-27 17:23:32,task
2019-06-27 17:23:36,task
2019-06-27 17:23:40,study
2019-06-27 17:23:44,is_task
2019-06-27 17:23:48,is_survey
2019-06-27 17:23:52,study
2019-06-27 17:23:56,study
2019-06-27 17:24:00,study
2019-06-27 17:24:04,study
2019-06-27 17:24:08,survey
2019-06-27 17:24:12,is_task
2019-06-27 17:24:16,task
2019-06-27 17:24:20,is_task
2019-06-27 17:24:24,is_study
2019-06-27 17:24:28,is_study
2019-06-27 17:24:32,task
2019-06-27 17:24:36,survey
2019-06-27 17:24:40,is_survey
2019-06-27 17:24:44,is_task
2019-06-27 17:24:48,is_study
2019-06-27 17:24:52,study
2019-06-27 17:24:56,task
2019-06-27 17:25:00,is_task
2019-06-27 17:25:04,is_task
2019-06-27 17:25:08,task
2019-06-27 17:25:12,survey
2019-06-27 17:25:16,is_study
2019-06-27 17:25:20,survey
2019-06-27 17:25:24,survey
2019-06-27 17:25:28,is_survey
2019-06-27 17:25:32,study
2019-06-27 17:25:36,study
2019-06-27 17:25:40,is_task
2019-06-27 17:25:44,is_task
